fpr,tpr
0.0,0.0
0.0,0.0019723865877712
0.0,0.0236686390532544
0.0001053407774149,0.0236686390532544
0.0001053407774149,0.0433925049309664
0.0002106815548298,0.0433925049309664
0.0002106815548298,0.0473372781065088
0.0003160223322448,0.0473372781065088
0.0003160223322448,0.04930966469428
0.0004213631096597,0.04930966469428
0.0004213631096597,0.0571992110453648
0.0005267038870746,0.0571992110453648
0.0005267038870746,0.0631163708086785
0.0006320446644896,0.0631163708086785
0.0006320446644896,0.0729783037475345
0.0007373854419045,0.0729783037475345
0.0007373854419045,0.0749506903353057
0.0008427262193194,0.0749506903353057
0.0008427262193194,0.0788954635108481
0.0009480669967344,0.0788954635108481
0.0009480669967344,0.1005917159763313
0.0010534077741493,0.1005917159763313
0.0010534077741493,0.1025641025641025
0.0011587485515643,0.1025641025641025
0.0011587485515643,0.1104536489151873
0.0013694301063941,0.1104536489151873
0.0013694301063941,0.1124260355029585
0.0014747708838091,0.1124260355029585
0.0014747708838091,0.1203155818540434
0.001580111661224,0.1203155818540434
0.001580111661224,0.1242603550295858
0.0016854524386389,0.1242603550295858
0.0016854524386389,0.1282051282051282
0.0017907932160539,0.1282051282051282
0.0017907932160539,0.1321499013806706
0.0021068155482987,0.1321499013806706
0.0021068155482987,0.1341222879684418
0.0022121563257136,0.1341222879684418
0.0022121563257136,0.1380670611439842
0.0023174971031286,0.1380670611439842
0.0023174971031286,0.1400394477317554
0.0024228378805435,0.1400394477317554
0.0024228378805435,0.1577909270216962
0.0025281786579584,0.1577909270216962
0.0025281786579584,0.1597633136094674
0.0026335194353734,0.1597633136094674
0.0026335194353734,0.165680473372781
0.0029495417676182,0.165680473372781
0.0029495417676182,0.1676528599605522
0.0030548825450331,0.1676528599605522
0.0030548825450331,0.1715976331360946
0.0034762456546929,0.1715976331360946
0.0034762456546929,0.1775147928994082
0.0037922679869377,0.1775147928994082
0.0037922679869377,0.1873767258382643
0.0038976087643526,0.1873767258382643
0.0038976087643526,0.1932938856015779
0.0040029495417676,0.1932938856015779
0.0040029495417676,0.1952662721893491
0.0042136310965974,0.1952662721893491
0.0042136310965974,0.1992110453648915
0.0045296534288423,0.1992110453648915
0.0045296534288423,0.2051282051282051
0.0046349942062572,0.2051282051282051
0.0046349942062572,0.2071005917159763
0.004951016538502,0.2071005917159763
0.004951016538502,0.2090729783037475
0.0051616980933319,0.2090729783037475
0.0051616980933319,0.2110453648915187
0.0056884019804066,0.2110453648915187
0.0056884019804066,0.2130177514792899
0.0060044243126514,0.2130177514792899
0.0060044243126514,0.2189349112426035
0.0063204466448962,0.2189349112426035
0.0063204466448962,0.2209072978303747
0.006636468977141,0.2209072978303747
0.006636468977141,0.2228796844181459
0.0069524913093858,0.2228796844181459
0.0069524913093858,0.2248520710059171
0.0073738544190456,0.2248520710059171
0.0073738544190456,0.2268244575936883
0.0084272621931949,0.2268244575936883
0.0084272621931949,0.2287968441814595
0.0089539660802696,0.2287968441814595
0.0089539660802696,0.2307692307692307
0.0090593068576846,0.2307692307692307
0.0090593068576846,0.2327416173570019
0.010007373854419,0.2327416173570019
0.010007373854419,0.2347140039447731
0.0102180554092489,0.2347140039447731
0.0102180554092489,0.2366863905325443
0.0108501000737385,0.2366863905325443
0.0108501000737385,0.2386587771203155
0.0112714631833982,0.2386587771203155
0.0112714631833982,0.2406311637080868
0.0117981670704729,0.2406311637080868
0.0117981670704729,0.2445759368836292
0.0121141894027177,0.2445759368836292
0.0121141894027177,0.2465483234714004
0.0125355525123775,0.2465483234714004
0.0125355525123775,0.2485207100591716
0.0129569156220372,0.2485207100591716
0.0129569156220372,0.2504930966469428
0.0131675971768671,0.2504930966469428
0.0131675971768671,0.252465483234714
0.0134836195091119,0.252465483234714
0.0134836195091119,0.2544378698224852
0.0137996418413567,0.2544378698224852
0.0137996418413567,0.2564102564102564
0.0144316865058464,0.2564102564102564
0.0144316865058464,0.2583826429980276
0.0148530496155061,0.2583826429980276
0.0148530496155061,0.2603550295857988
0.0169598651638049,0.2603550295857988
0.0169598651638049,0.26232741617357
0.0170652059412198,0.26232741617357
0.0170652059412198,0.2642998027613412
0.0175919098282945,0.2642998027613412
0.0175919098282945,0.2662721893491124
0.0176972506057094,0.2662721893491124
0.0176972506057094,0.2682445759368836
0.0191720214895185,0.2682445759368836
0.0191720214895185,0.2702169625246548
0.0192773622669335,0.2702169625246548
0.0192773622669335,0.272189349112426
0.0196987253765932,0.272189349112426
0.0196987253765932,0.2741617357001972
0.020014747708838,0.2741617357001972
0.020014747708838,0.2761341222879684
0.020120088486253,0.2761341222879684
0.020120088486253,0.2781065088757396
0.0232803118087011,0.2781065088757396
0.0232803118087011,0.2800788954635108
0.0258084904666596,0.2800788954635108
0.0258084904666596,0.282051282051282
0.0281259875697882,0.282051282051282
0.0281259875697882,0.2840236686390532
0.0287580322342778,0.2840236686390532
0.0287580322342778,0.2859960552268245
0.0289687137891077,0.2859960552268245
0.0289687137891077,0.2879684418145957
0.0293900768987675,0.2879684418145957
0.0293900768987675,0.2899408284023668
0.0294954176761824,0.2899408284023668
0.0294954176761824,0.291913214990138
0.0309701885599915,0.291913214990138
0.0309701885599915,0.2938856015779093
0.0317075740018961,0.2938856015779093
0.0317075740018961,0.2958579881656805
0.0367639313178131,0.2958579881656805
0.0367639313178131,0.2978303747534517
0.0418202886337301,0.2978303747534517
0.0418202886337301,0.2998027613412228
0.0445591488465184,0.2998027613412228
0.0445591488465184,0.301775147928994
0.0455072158432529,0.301775147928994
0.0455072158432529,0.3037475345167653
